"","Study_ID","Comparative_study_code","Intervention_R2","Population_homogenized","Trait_group","Outcome_type_R1"
"1336","s_167","Rush_2014_90","Landscape complexity","Beetles","Behavioral","Functional"
"1337","s_167","Rush_2014_91","Landscape complexity","Beetles","Behavioral","Functional"
"1338","s_167","Rush_2014_92","Landscape complexity","Beetles","Behavioral","Functional"
"1339","s_167","Rush_2014_93","Landscape complexity","Beetles","Phenological","Functional"
"1340","s_167","Rush_2014_94","Landscape complexity","Beetles","Phenological","Functional"
"1341","s_167","Rush_2014_95","Landscape complexity","Beetles","Morphological","Functional"
"1342","s_167","Rush_2014_96","Landscape complexity","Beetles","Morphological","Functional"
"1343","s_167","Rush_2014_97","Landscape complexity","Beetles","Morphological","Functional"
"1344","s_167","Rush_2014_98","Landscape complexity","Beetles","Morphological","Functional"
"1345","s_167","Rush_2014_102","Crop diversification","Beetles","Morphological, Morphological, Phenological, Behavioral","Functional"
"1346","s_167","Rush_2014_103","Crop diversification","Beetles","Morphological, Morphological, Phenological, Behavioral","Functional"
"1347","s_167","Rush_2014_104","Crop diversification","Beetles","Morphological, Morphological, Phenological, Behavioral","Functional"
"1348","s_167","Rush_2014_105","Crop diversification","Beetles","Morphological, Morphological, Phenological, Behavioral","Functional"
"1349","s_167","Rush_2014_106","Crop diversification","Beetles","Morphological, Morphological, Phenological, Behavioral","Functional"
"1350","s_167","Rush_2014_107","Crop diversification","Beetles","Behavioral","Functional"
"1351","s_167","Rush_2014_108","Crop diversification","Beetles","Behavioral","Functional"
"1352","s_167","Rush_2014_109","Crop diversification","Beetles","Behavioral","Functional"
"1353","s_167","Rush_2014_110","Crop diversification","Beetles","Phenological","Functional"
"1354","s_167","Rush_2014_111","Crop diversification","Beetles","Phenological","Functional"
"1355","s_167","Rush_2014_112","Crop diversification","Beetles","Morphological","Functional"
"1356","s_167","Rush_2014_113","Crop diversification","Beetles","Morphological","Functional"
"1357","s_167","Rush_2014_114","Crop diversification","Beetles","Morphological","Functional"
"1358","s_167","Rush_2014_115","Crop diversification","Beetles","Morphological","Functional"
"1359","s_167","Rush_2014_119","Organic agriculture","Beetles","Morphological, Morphological, Phenological, Behavioral","Functional"
"1360","s_167","Rush_2014_120","Organic agriculture","Beetles","Morphological, Morphological, Phenological, Behavioral","Functional"
"1361","s_167","Rush_2014_121","Organic agriculture","Beetles","Morphological, Morphological, Phenological, Behavioral","Functional"
"1362","s_167","Rush_2014_122","Organic agriculture","Beetles","Morphological, Morphological, Phenological, Behavioral","Functional"
"1363","s_167","Rush_2014_123","Organic agriculture","Beetles","Morphological, Morphological, Phenological, Behavioral","Functional"
"1364","s_167","Rush_2014_124","Organic agriculture","Beetles","Behavioral","Functional"
"1365","s_167","Rush_2014_125","Organic agriculture","Beetles","Behavioral","Functional"
"1366","s_167","Rush_2014_126","Organic agriculture","Beetles","Behavioral","Functional"
"1367","s_167","Rush_2014_127","Organic agriculture","Beetles","Phenological","Functional"
"1368","s_167","Rush_2014_128","Organic agriculture","Beetles","Phenological","Functional"
"1369","s_167","Rush_2014_129","Organic agriculture","Beetles","Morphological","Functional"
"1370","s_167","Rush_2014_130","Organic agriculture","Beetles","Morphological","Functional"
"1371","s_167","Rush_2014_131","Organic agriculture","Beetles","Morphological","Functional"
"1372","s_167","Rush_2014_132","Organic agriculture","Beetles","Morphological","Functional"
"1373","s_167","Rush_2014_136","Landscape complexity","Beetles","Behavioral, Morphological","Functional"
"1374","s_167","Rush_2014_137","Landscape complexity","Beetles","Behavioral","Functional"
"1375","s_167","Rush_2014_138","Landscape complexity","Beetles","Behavioral","Functional"
"1376","s_167","Rush_2014_139","Landscape complexity","Beetles","Behavioral","Functional"
"1377","s_167","Rush_2014_140","Landscape complexity","Beetles","Morphological","Functional"
"1378","s_167","Rush_2014_144","Crop diversification","Beetles","Behavioral, Morphological","Functional"
"1379","s_167","Rush_2014_145","Crop diversification","Beetles","Behavioral","Functional"
"1380","s_167","Rush_2014_146","Crop diversification","Beetles","Behavioral","Functional"
"1381","s_167","Rush_2014_147","Crop diversification","Beetles","Behavioral","Functional"
"1382","s_167","Rush_2014_148","Crop diversification","Beetles","Morphological","Functional"
"1383","s_167","Rush_2014_152","Organic agriculture","Beetles","Behavioral, Morphological","Functional"
"1384","s_167","Rush_2014_153","Organic agriculture","Beetles","Behavioral","Functional"
"1385","s_167","Rush_2014_154","Organic agriculture","Beetles","Behavioral","Functional"
"1386","s_167","Rush_2014_155","Organic agriculture","Beetles","Behavioral","Functional"
"1387","s_167","Rush_2014_156","Organic agriculture","Beetles","Morphological","Functional"
"1388","s_167","Rush_2014_164","Organic agriculture","Beetles","Morphological, Morphological, Phenological, Behavioral","Functional"
